HWI-ST884_106:1:1101:1045:1977#0/1	K01872
HWI-ST884_106:1:1101:1389:1957#0/1	K00927
HWI-ST884_106:1:1101:1317:1981#0/1	K03427
HWI-ST884_106:1:1101:1585:1964#0/1	K07090
HWI-ST884_106:1:1101:1586:1982#0/1	K03199
HWI-ST884_106:1:1101:1660:1988#0/1	K00817
HWI-ST884_106:1:1101:1822:1963#0/1	K03701
HWI-ST884_106:1:1101:1833:1991#0/1	K11717
HWI-ST884_106:1:1101:2625:1983#0/1	K08884
HWI-ST884_106:1:1101:2970:1974#0/1	K06182
HWI-ST884_106:1:1101:2766:1995#0/1	K01868
HWI-ST884_106:1:1101:3219:1963#0/1	K01703
HWI-ST884_106:1:1101:3204:1986#0/1	K01649
HWI-ST884_106:1:1101:3695:1978#0/1	K03581
HWI-ST884_106:1:1101:3658:1991#0/1	K08884
HWI-ST884_106:1:1101:3732:1996#0/1	K03593
HWI-ST884_106:1:1101:3944:1956#0/1	K07642
HWI-ST884_106:1:1101:3912:1967#0/1	K07712
HWI-ST884_106:1:1101:4192:1955#0/1	K01903
HWI-ST884_106:1:1101:4009:1984#0/1	K07126
HWI-ST884_106:1:1101:4637:1953#0/1	K01533
HWI-ST884_106:1:1101:4577:1961#0/1	K06147
HWI-ST884_106:1:1101:4904:1960#0/1	K00412
HWI-ST884_106:1:1101:4996:1995#0/1	K03088
HWI-ST884_106:1:1101:5032:1956#0/1	K01790
HWI-ST884_106:1:1101:5500:1962#0/1	K03043
HWI-ST884_106:1:1101:5712:1999#0/1	K00854
HWI-ST884_106:1:1101:5938:1963#0/1	K05794
HWI-ST884_106:1:1101:5935:1993#0/1	K05524
HWI-ST884_106:1:1101:6405:1976#0/1	K00830
HWI-ST884_106:1:1101:6276:1987#0/1	K02064
HWI-ST884_106:1:1101:6445:1994#0/1	K03592
HWI-ST884_106:1:1101:6586:1982#0/1	K01524
HWI-ST884_106:1:1101:6993:1970#0/1	K02871
HWI-ST884_106:1:1101:7126:1984#0/1	K06187
HWI-ST884_106:1:1101:7858:1999#0/1	K05712
HWI-ST884_106:1:1101:8461:1954#0/1	K00927
HWI-ST884_106:1:1101:8380:1955#0/1	K00128
HWI-ST884_106:1:1101:8402:1970#0/1	K01918
HWI-ST884_106:1:1101:8265:1975#0/1	K00548
HWI-ST884_106:1:1101:8435:1993#0/1	K03116
HWI-ST884_106:1:1101:8461:1995#0/1	K00784
HWI-ST884_106:1:1101:8651:1982#0/1	K02557
HWI-ST884_106:1:1101:8742:1990#0/1	K00647
HWI-ST884_106:1:1101:8779:1991#0/1	K00128
HWI-ST884_106:1:1101:9169:1966#0/1	K01693
HWI-ST884_106:1:1101:9157:1998#0/1	K08884
HWI-ST884_106:1:1101:9492:1973#0/1	K02274
HWI-ST884_106:1:1101:9273:1974#0/1	K01262
HWI-ST884_106:1:1101:9539:1960#0/1	K00798
HWI-ST884_106:1:1101:9741:1972#0/1	K10563
HWI-ST884_106:1:1101:9632:1979#0/1	K04487
HWI-ST884_106:1:1101:9657:1986#0/1	K00457
HWI-ST884_106:1:1101:9916:1951#0/1	K01937
