HWI-ST884_106:1:1101:1045:1977#0/2	K01872
HWI-ST884_106:1:1101:1317:1981#0/2	K03427
HWI-ST884_106:1:1101:1586:1982#0/2	K03199
HWI-ST884_106:1:1101:1660:1988#0/2	K00817
HWI-ST884_106:1:1101:1822:1963#0/2	K03701
HWI-ST884_106:1:1101:1833:1991#0/2	K11717
HWI-ST884_106:1:1101:1859:1998#0/2	K00937
HWI-ST884_106:1:1101:2103:1992#0/2	K00936
HWI-ST884_106:1:1101:2656:1981#0/2	K01649
HWI-ST884_106:1:1101:2840:1960#0/2	K04752
HWI-ST884_106:1:1101:2970:1974#0/2	K06182
HWI-ST884_106:1:1101:2923:1991#0/2	K05979
HWI-ST884_106:1:1101:2766:1995#0/2	K01868
HWI-ST884_106:1:1101:3219:1963#0/2	K01703
HWI-ST884_106:1:1101:3054:1969#0/2	K01953
HWI-ST884_106:1:1101:3695:1978#0/2	K03581
HWI-ST884_106:1:1101:3583:1979#0/2	K15726
HWI-ST884_106:1:1101:3912:1967#0/2	K07712
HWI-ST884_106:1:1101:3936:1969#0/2	K04761
HWI-ST884_106:1:1101:4192:1955#0/2	K01903
HWI-ST884_106:1:1101:4200:1977#0/2	K01560
HWI-ST884_106:1:1101:4107:1983#0/2	K02066
HWI-ST884_106:1:1101:4009:1984#0/2	K07126
HWI-ST884_106:1:1101:4637:1953#0/2	K01533
HWI-ST884_106:1:1101:4577:1961#0/2	K06147
HWI-ST884_106:1:1101:4903:1987#0/2	K16692
HWI-ST884_106:1:1101:5032:1956#0/2	K01790
HWI-ST884_106:1:1101:5716:1978#0/2	K03655
HWI-ST884_106:1:1101:5712:1999#0/2	K00854
HWI-ST884_106:1:1101:6296:1953#0/2	K07486
HWI-ST884_106:1:1101:6405:1976#0/2	K00830
HWI-ST884_106:1:1101:6276:1987#0/2	K02064
HWI-ST884_106:1:1101:6445:1994#0/2	K03592
HWI-ST884_106:1:1101:6529:1999#0/2	K07064
HWI-ST884_106:1:1101:6993:1970#0/2	K02871
HWI-ST884_106:1:1101:7239:1954#0/2	K07027
HWI-ST884_106:1:1101:7189:1977#0/2	K01874
